ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_AREARESIDE;ESTU_ESTADOCIVIL;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;ESTU_SEMESTRECURSA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_OCUPACIONPADRE;FAMI_OCUPACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;INST_ORIGEN;ESTU_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITAT_DESEM;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_DESEM;MOD_LECTURA_CRITICA_PNAL;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_DESEM;MOD_COMPETEN_CIUDADA_PNAL;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;PUNT_GLOBAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_IES
CC;COLOMBIA;M;30/06/1989;Cabecera Municipal;Soltero;Menos de 500 mil;No;Si;No;No;Repasa por cuenta propia;10;Ninguno;Primaria completa;Otra actividad u ocupaci贸n;Hogar;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;DERECHO;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;104;1;11;107;1;8;93;1;8;108;A1;5;113;1;13;105;2;2
CC;COLOMBIA;F;6/11/1997;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 2;Si;Si;No sabe;Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN CIENCIAS SOCIALES;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;91;1;4;154;2;53;161;3;69;138;A2;29;170;3;87;143;2;2
CC;COLOMBIA;F;13/10/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;8;Primaria incompleta;Primaria incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGRONOMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;159;3;65;159;3;59;155;2;63;170;B1;68;112;1;13;151;1;2
CC;COLOMBIA;F;8/05/2000;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;9;Primaria incompleta;Secundaria (Bachillerato) completa;Empleado obrero u operario;Hogar;Estrato 1;No;No;Es agricultor, pesquero o jornalero;No aplica;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;ZOOTECNIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;159;3;66;153;2;52;124;1;31;147;A2;40;162;3;74;149;2;2
CC;COLOMBIA;F;28/09/2000;Area Rural;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;8;Tecnica o tecnologica completa;Primaria incompleta;Otra actividad u ocupaci贸n;Trabajador por cuenta propia;Estrato 1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGRONOMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;163;3;70;179;3;80;185;3;89;154;A2;49;192;4;98;175;2;2
CC;COLOMBIA;M;26/10/1996;Cabecera Municipal;Soltero;No paga matricula;No;No;No;No;No realiza ninguna prueba de preparacion;9;Educaci贸n profesional incompleta;Secundaria (Bachillerato) completa;Otra actividad u ocupacion;Trabajador por cuenta propia;Estrato 2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA DE SISTEMAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;207;4;98;177;3;78;201;4;96;201;B2;92;166;3;79;190;3;2
CC;COLOMBIA;F;4/08/1998;Cabecera Municipal;Soltero;No paga matricula;Si;Si;No;No;Repasa por cuenta propia;10;Primaria incompleta;Primaria incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);0;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;164;3;71;139;2;36;128;2;35;146;A2;39;90;1;5;133;2;2
CC;COLOMBIA;F;7/11/1999;Cabecera Municipal;Soltero;Menos de 500 mil;Si;No;Si;No;No realiza ninguna prueba de preparacion;10;Primaria completa;T茅cnica o tecnol贸gica incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROINDUSTRIAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;164;3;71;169;3;70;192;3;93;156;A2;51;110;1;12;158;2;2
CC;COLOMBIA;M;3/08/1999;;;;;;;;;;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;;;Estrato 2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;ARQUITECTURA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;142;2;47;150;2;48;106;1;15;174;B1;72;106;1;11;136;3;2
CC;COLOMBIA;F;5/01/1996;Area Rural;Soltero;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;10;Primaria incompleta;Primaria incompleta;Empleado obrero u operario;Hogar;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;ECONOM緼;TUQUERRES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;151;2;56;165;3;66;154;2;62;128;A2;17;118;2;18;143;1;2
CC;COLOMBIA;F;6/12/1990;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;Si;No realiza ninguna prueba de preparacion;9;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;MERCADEO;IPIALES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;125;1;29;152;2;50;140;2;47;168;B1;66;147;2;53;146;1;2
CC;COLOMBIA;F;26/07/1994;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;QUIMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;165;3;72;160;3;60;135;2;42;149;A2;43;132;2;42;148;1;2
CC;COLOMBIA;M;14/03/1991;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;8;Primaria incompleta;Secundaria (Bachillerato) incompleta;Pensionado;Hogar;Estrato 1;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;ADMINISTRACION DE EMPRESAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;131;2;35;181;3;82;198;3;95;197;B2;90;196;4;100;181;2;2
CC;COLOMBIA;M;25/07/1997;Area Rural;Soltero;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;9;Secundaria (Bachillerato) completa;Educaci贸n profesional incompleta;Trabajador por cuenta propia;Otra actividad u ocupacion;Estrato 2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;QUIMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;176;3;82;161;3;61;130;2;36;173;B1;71;0;;1;128;2;2
CC;COLOMBIA;F;23/12/1995;Area Rural;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;11;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA DE SISTEMAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;165;3;72;188;3;88;185;3;89;136;A2;27;121;2;23;159;1;2
CC;COLOMBIA;M;15/08/2000;Cabecera Municipal;Soltero;No paga matricula;No;No;No;Si;Repasa por cuenta propia;9;Secundaria (Bachillerato) completa;Ninguno;Otra actividad u ocupacion;Otra actividad u ocupacion;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROFORESTAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;178;3;84;144;2;42;159;3;67;166;B1;64;155;3;65;160;2;2
CC;COLOMBIA;F;23/08/1996;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;11;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado obrero u operario;Hogar;Estrato 3;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;162;3;69;198;3;94;190;3;91;171;B1;69;128;2;36;170;2;2
CC;COLOMBIA;M;8/06/1996;Cabecera Municipal;Soltero;Menos de 500 mil;No;Si;No;No;Repasa por cuenta propia;11;Educaci贸n profesional incompleta;Secundaria (Bachillerato) completa;Empleado de nivel auxiliar o administrativo;Hogar;Estrato 1;Si;;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;191;3;91;183;3;84;168;3;75;159;A2;55;119;2;19;164;;2
CC;COLOMBIA;F;21/04/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;10;No sabe;Primaria completa;Trabajador por cuenta propia;Otra actividad u ocupacion;Estrato 2;Si;Si;No sabe;Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;ARQUITECTURA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;165;3;72;181;3;82;152;2;60;191;B1;86;169;3;85;172;2;2
CC;COLOMBIA;M;6/12/1999;Area Rural;Soltero;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;8;Primaria incompleta;Primaria completa;Profesional independiente;Hogar;Estrato 2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;ARQUITECTURA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;177;3;83;192;3;90;179;3;84;183;B1;80;129;2;38;172;1;2
CC;COLOMBIA;F;20/04/1999;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Empleado obrero u operario;Estrato 2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;0;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROFORESTAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;182;3;86;178;3;79;143;2;51;175;B1;73;142;2;49;164;2;2
CC;COLOMBIA;M;4/05/1988;Cabecera Municipal;Soltero;No paga matricula;Si;Si;Si;Si;Repasa por cuenta propia;10;Secundaria (Bachillerato) completa;Primaria completa;Otra actividad u ocupaci贸n;Hogar;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;ECONOM緼;TUQUERRES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;197;3;94;177;3;78;199;3;96;157;A2;53;154;3;63;177;2;2
CC;COLOMBIA;F;25/05/2001;Area Rural;;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;9;Educacion profesional completa;Educacion profesional completa;Empleado de nivel t茅cnico o profesional;Hogar;Estrato 1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA ELECTRONICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;PUTUMAYO;178;3;84;168;3;69;167;3;74;170;B1;68;128;2;36;162;4;2
CC;COLOMBIA;F;17/11/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;9;Educaci贸n profesional incompleta;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 4;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;PSICOLOGIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;203;4;97;191;3;90;169;3;76;181;B1;79;153;3;62;179;2;2
CC;COLOMBIA;F;1/01/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Educaci贸n profesional incompleta;Educacion profesional completa;Otra actividad u ocupacion;Empleado de nivel tecnico o profesional;Estrato 2;Si;Si;No aplica;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;UNIVERSIDAD DE NARI袿-PASTO;CONTADUR脥A P脷BLICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;196;3;94;182;3;83;156;2;64;140;A2;32;116;2;15;158;4;2
CC;COLOMBIA;F;25/10/1999;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;10;Primaria completa;Secundaria (Bachillerato) completa;Empleado obrero u operario;Hogar;Estrato 1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN FILOSOFIA Y LETRAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;156;3;62;178;3;79;122;1;29;167;B1;65;156;3;66;156;2;2
CC;COLOMBIA;F;14/09/2001;Cabecera Municipal;Soltero;Entre 500 mil y menos de 1 mill贸n;Si;No;No;Si;Repasa por cuenta propia;8;Educaci贸n profesional incompleta;Educacion profesional completa;Trabajador por cuenta propia;Empleado de nivel auxiliar o administrativo;Estrato 2;Si;No;Trabaja en el hogar, no trabaja o estudia;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;UNIVERSIDAD DE NARI袿-PASTO;DERECHO;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;114;1;18;119;1;16;129;2;35;198;B2;90;95;1;7;131;3;2
CC;COLOMBIA;F;8/03/1995;Cabecera Municipal;Union libre;No paga matricula;Si;No;Si;Si;Repasa por cuenta propia;9;Primaria incompleta;Secundaria (Bachillerato) incompleta;Peque駉 empresario;Peque駉 empresario;Estrato 2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;QUIMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;197;3;94;191;3;90;163;3;71;174;B1;72;153;3;61;176;2;2
CC;COLOMBIA;F;28/01/1996;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;12 o mas;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado obrero u operario;Hogar;Estrato 2;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN FILOSOFIA Y LETRAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;106;1;12;118;1;15;65;1;1;130;A2;19;101;1;10;104;2;2
CC;COLOMBIA;F;2/01/2001;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;8;Secundaria (Bachillerato) completa;Primaria incompleta;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;COMERCIO INTERNACIONAL;IPIALES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;147;2;51;165;3;65;157;3;64;149;A2;43;133;2;44;150;2;2
CC;COLOMBIA;F;20/07/1998;Area Rural;Soltero;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;10;Secundaria (Bachillerato) incompleta;Primaria completa;Trabajador por cuenta propia;Hogar;;;;Trabaja por cuenta propia (por ejemplo plomero, electricista);;;UNIVERSIDAD DE NARI袿-PASTO;ECONOM緼;TUQUERRES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;144;2;48;158;3;57;110;1;19;147;A2;40;123;2;26;136;;2
CC;COLOMBIA;F;3/10/1998;Area Rural;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;11;Primaria incompleta;Primaria completa;Hogar;Hogar;Estrato 1;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;SOCIOLOGIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;131;2;35;168;3;69;165;3;73;139;A2;30;118;2;17;144;1;2
CC;COLOMBIA;M;19/01/2000;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;9;Postgrado;Postgrado;Empleado de nivel tecnico o profesional;Empleado de nivel tecnico o profesional;Estrato 2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;173;3;80;165;3;66;175;3;81;145;A2;38;167;3;81;165;4;2
CC;COLOMBIA;F;22/10/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;8;Primaria completa;Primaria completa;Trabajador por cuenta propia;Hogar;Estrato 1;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);0;UNIVERSIDAD DE NARI袿-PASTO;SOCIOLOG脥A;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;116;1;20;126;2;23;100;1;11;135;A2;26;145;2;51;124;2;2
CC;COLOMBIA;M;8/05/1996;Area Rural;Soltero;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;9;Primaria completa;T茅cnica o tecnol贸gica completa;Trabajador por cuenta propia;Hogar;Estrato 2;Si;Si;Es agricultor, pesquero o jornalero;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;QUIMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;190;3;91;168;3;69;155;2;63;166;B1;63;175;3;91;171;2;2
CC;COLOMBIA;F;15/11/1992;Area Rural;Soltero;No paga matricula;No;No;No;Si;Repasa por cuenta propia;9;Primaria incompleta;Secundaria (Bachillerato) incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 2;Si;No;No aplica;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;ZOOTECNIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;153;2;59;136;2;32;115;1;22;151;A2;45;108;1;11;133;2;2
CC;COLOMBIA;M;28/05/1998;Area Rural;Soltero;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;9;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado obrero u operario;Hogar;Estrato 1;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN LENGUAS EXTRANJERAS CON 脡NFASIS EN INGL脡S;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;177;3;83;129;2;26;159;3;67;195;B1;89;173;3;90;167;2;2
CC;COLOMBIA;M;26/04/1998;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;8;Educaci贸n profesional incompleta;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;No;No;No aplica;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papeler胊, etc;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;SOCIOLOG脥A;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;176;3;82;146;2;43;180;3;85;124;A2;13;172;3;88;160;2;2
CC;COLOMBIA;F;18/03/2001;Cabecera Municipal;Soltero;Entre 500 mil y menos de 1 mill贸n;No;No;Si;No;Repasa por cuenta propia;9;Educaci贸n profesional incompleta;Postgrado;Otra actividad u ocupacion;Empleado de nivel tecnico o profesional;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;ECONOMIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;137;2;41;112;1;11;137;2;44;179;B1;77;123;2;26;138;4;2
CC;COLOMBIA;M;22/05/1996;Area Rural;Soltero;No paga matricula;No;No;No;Si;Repasa por cuenta propia;11;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;177;3;82;169;3;70;147;2;54;154;A2;48;90;1;5;147;1;2
CC;COLOMBIA;M;1/04/1997;Area Rural;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Educaci贸n profesional incompleta;Tecnica o tecnologica completa;Empresario;Empleado de nivel auxiliar o administrativo;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;ZOOTECNIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;159;3;65;128;2;24;122;1;29;124;A2;13;127;2;35;132;3;2
CC;COLOMBIA;F;5/09/1999;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;8;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Otra actividad u ocupaci贸n;Hogar;Estrato 1;Si;Si;No aplica;Trabaja en el hogar, no trabaja o estudia;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;ARQUITECTURA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;168;3;75;161;3;61;84;1;4;133;A2;23;144;2;50;138;2;2
